기준년월,방문자수,전년동월방문자수,방문자수증감률
202201,926786.0,0.0,
202202,851966.0,0.0,
202203,896483.0,0.0,
202204,985999.0,0.0,
202205,1092056.0,0.0,
202206,977095.0,0.0,
202207,1162612.0,0.0,
202208,1081598.0,0.0,
202209,1254365.0,0.0,
202210,1128680.0,0.0,
202211,967498.0,0.0,
202212,1132929.0,0.0,
