"소재지(시군구)별",2023
"경상북도",1870996639
"포항시",393141727
"경주시",463852114
"김천시",64622418
"안동시",79223187
"구미시",185821767
"영주시",50397189
"영천시",58659064
"상주시",50245929
"문경시",37848000
"경산시",123728319
"의성군",32583000
"청송군",6196276
"영양군",11453000
"영덕군",15669000
"청도군",21148845
"고령군",32473748
"성주군",10583153
"칠곡군",148869677
"예천군",16591849
"봉화군",9484653
"울진군",47920405
"울릉군",10483319
