lat,lon,address
36.0444322890475,128.715062031383,경상북도 영천시 신녕면 치산관광길 323
35.931126918808,128.872674693899,"경상북도 영천시 금호읍 금호로 102-64, 냉천강변공중화장실"
35.9318526503948,128.870924736325,경상북도 영천시 금호읍 교대리 211-7
35.9328247824668,128.874808478419,"경상북도 영천시 금호읍 교대1길 24, 금호소공원공중화장실"
35.9316687124667,128.873358119317,경상북도 영천시 금호읍 금호로 101
36.0565052248098,129.011264669274,경상북도 영천시 임고면 신방로 19
35.9682296773108,128.95814744774,경상북도 영천시 장천1길 18-3
35.9706462592195,128.935300563734,"경상북도 영천시 문외3길 8, 중앙공원 공중화장실 (문외동)"
35.9553416951466,128.924226327388,"경상북도 영천시 남촌강변길 72-6, 금호강 강변공원 공중화장실 (금노동)"
35.9677695366411,128.926031225404,"경상북도 영천시 왕평길 28-7, 충혼탑 공중화장실 (교촌동)"
36.1669549203062,128.981329816468,경상북도 영천시 화북면 정각길 862
35.9152761013951,129.008950911644,"경상북도 영천시 북안면 운북로 1995, 북안면사무소"
36.1080579478625,128.919744733914,경상북도 영천시 화북면 화북길 93
35.973241949233,128.929962336096,경상북도 영천시 천문로 402-4
35.9676953424075,128.924163686028,"경상북도 영천시 운동장로 54, 영천민속관 (교촌동)"
35.9648637536036,128.939792749684,"경상북도 영천시 완산2길 9, 완산동주민센터 (완산동)"
36.0453334879966,128.78976063898,"경상북도 영천시 신녕면 화성중앙길 30, 신녕면사무소"
35.9744996893861,128.942548833784,"경상북도 영천시 상록4길 63, 동부동주민센터 (야사동)"
