기준년월,방문자수,전년동월방문자수,방문자수증감률
202401,880316.0,0.0,
202402,1142522.0,0.0,
202403,1103844.0,0.0,
202404,1065613.0,0.0,
202405,1217251.0,0.0,
202406,1106420.0,0.0,
202407,1037232.0,0.0,
202408,1092861.0,0.0,
202409,1404557.0,0.0,
202410,1124389.0,0.0,
202411,1065550.0,0.0,
202412,951135.0,0.0,
